0	20
0	198
0	327
0	605
0	628
0	714
0	729
0	747
0	799
0	839
0	937
0	1249
0	1252
0	1329
0	1334
0	1406
0	1482
0	1604
0	1718
0	1895
0	1933
0	2045
0	2539
0	2551
0	2736
0	3222
0	4269
0	5196
0	5334
0	6250
0	6991
0	7187
0	7583
0	7824
0	7893
0	8364
1	327
1	469
1	686
1	821
1	976
1	1252
1	1616
1	2072
1	2583
1	4072
1	4094
1	5019
1	5634
1	6333
1	6768
1	8189
1	9765
2	1
2	84
2	132
2	747
2	782
2	869
2	880
2	1912
2	1929
2	2988
2	3437
2	3486
2	3505
2	4078
2	4771
2	5096
2	5370
2	6265
2	6426
2	6896
2	7190
2	7524
2	7627
2	8127
2	8776
3	35
3	348
3	552
3	1084
3	1349
3	1968
3	2284
3	2506
3	3124
3	3176
3	5007
3	5141
3	5221
3	5644
3	7516
3	7554
3	7750
3	7817
3	8261
3	8931
4	169
4	171
4	446
4	977
4	3491
4	5043
4	6302
4	8774
5	0
5	133
5	704
5	988
5	1003
5	1130
5	1452
5	2501
5	2783
5	3186
5	3791
5	4301
5	4369
5	5060
5	5336
5	6045
5	8051
5	8939
6	20
6	59
6	60
6	658
6	1285
6	2255
6	2501
6	2515
6	2526
6	2538
6	2578
6	2700
6	2734
6	3178
6	4384
6	4609
6	6334
6	6876
6	7938
6	8139
7	88
7	705
7	1262
7	5007
7	8008
8	11
8	78
8	167
8	255
8	800
8	1068
8	1251
8	1479
8	2040
8	2541
8	2994
8	3953
8	5004
8	5391
9	664
9	1000
9	8320
10	425
10	1448
10	1601
10	1850
10	1896
10	2687
10	3132
10	3271
10	4687
10	5007
10	5275
10	5327
10	6343
10	7714
10	8320
10	9628
11	3
11	6
11	399
11	703
11	980
11	1210
11	1313
11	1368
11	2154
11	2227
11	2334
11	3444
11	5041
11	6282
11	7597
11	8137
12	22
12	1406
12	2504
12	3632
12	3730
12	5117
12	5627
12	9413
13	3
13	59
13	317
13	363
13	1777
13	2037
13	2233
13	3638
13	3875
13	3882
13	5517
13	5668
13	6103
13	6406
13	6894
14	634
14	860
14	1393
14	1640
14	2670
14	3287
14	6895
14	8125
14	8835
15	254
15	1279
15	1572
15	1589
15	1659
15	1881
15	2188
15	5167
15	5949
15	6299
15	8799
16	138
16	161
16	937
16	1453
16	2543
16	2775
16	3267
16	5002
16	5038
16	5407
17	16
17	177
17	703
17	752
17	959
17	2601
17	8310
18	4689
18	7629
19	664
19	792
20	56
20	108
20	665
20	695
20	864
20	1098
20	1115
20	1526
20	1742
20	3481
20	3593
20	4904
20	5098
20	5329
20	5415
20	5637
20	5663
20	6406
20	6729
20	7190
20	7656
20	7667
20	7698
20	7754
20	8193
20	9262
20	9387
21	159
21	186
21	337
21	935
21	1554
21	3189
21	5802
21	7438
21	9062
22	1
22	156
22	352
22	627
22	652
22	669
22	825
22	1525
22	1742
22	2311
22	2560
22	3086
22	3458
22	5005
22	5483
22	6271
22	6441
22	7438
22	8359
23	234
23	469
23	2833
23	3167
23	3830
23	5674
23	5742
23	6264
24	5326
25	103
25	164
25	1275
25	2234
25	3290
25	3763
25	3799
25	4367
25	4386
25	5633
25	6308
25	9228
25	9589
26	156
26	202
26	313
26	6509
26	7960
27	2558
27	4095
27	6425
27	7060
27	9404
28	200
28	217
28	2513
28	2549
28	2662
28	5784
28	9143
30	79
30	2512
30	3832
30	4690
30	5784
30	5900
30	5984
30	6437
30	7245
30	9228
31	394
31	1923
31	2967
31	5190
31	5391
31	7268
32	355
32	496
32	2515
32	5077
33	2909
33	2976
33	5442
33	5820
33	6362
34	954
34	1913
34	3126
34	4381
34	6570
35	39
35	782
35	1628
35	3691
35	5207
35	7126
35	7819
36	625
36	1685
37	108
37	5273
37	5492
38	6260
39	25
39	158
39	257
39	275
39	278
39	313
39	332
39	397
39	782
39	1901
39	2359
39	2406
39	2499
39	3137
39	5021
39	5042
39	5239
39	5646
39	5784
39	6041
39	7626
40	78
40	91
40	130
40	813
40	1272
40	1695
40	1796
40	2503
40	2659
40	2695
40	4452
40	5478
40	5627
40	6423
41	25
41	64
41	158
41	802
41	1309
41	2275
41	2365
41	2441
41	2676
41	3439
41	3449
41	5236
41	6045
42	8
42	471
42	1064
42	1098
42	1309
42	1751
42	2616
42	2675
42	2944
42	3118
42	3209
42	5037
42	6724
43	4486
43	6811
43	9736
44	884
44	2503
44	2868
44	3252
44	5669
45	109
45	317
45	399
45	510
45	1740
45	2187
45	2568
45	2769
45	5693
45	6572
45	7703
45	9003
46	1874
46	2540
46	3373
46	5088
47	3
47	5162
47	5508
47	6249
47	6782
48	178
48	3134
48	5723
48	6288
48	6308
49	79
49	159
49	259
49	633
49	6876
49	7187
50	169
50	349
50	400
50	1153
50	1594
50	2500
50	2643
50	5163
50	8134
51	2363
51	3804
51	6896
52	5
52	2503
52	2970
52	4091
52	5264
52	6347
52	7506
53	9235
54	243
54	392
54	2509
54	7775
54	8752
55	181
55	313
55	665
55	718
55	1255
55	3290
55	5318
55	7736
56	167
56	1294
57	2579
58	5158
58	6489
58	7773
59	84
59	186
59	439
59	860
59	1410
59	2066
59	2093
59	2402
59	2521
59	3464
59	3953
59	4219
59	5107
59	5665
59	5958
59	7540
60	186
60	1877
60	1886
60	1891
60	4421
60	5430
60	5478
60	5788
61	3
61	11
61	61
61	1885
61	4648
61	5478
61	5673
61	7209
62	234
62	4884
63	4999
63	5019
63	7513
64	365
64	400
64	576
64	1793
64	2088
64	4377
64	4616
64	5010
64	5019
64	5099
64	7512
65	625
65	2582
65	3011
65	6322
65	8527
65	8597
66	1257
66	2664
67	199
68	42
69	403
69	976
69	1830
69	2505
69	5722
69	7522
70	344
70	438
70	2188
70	6998
71	30
71	1369
71	7519
72	1728
72	2898
72	4410
74	8293
75	5156
75	5740
75	5844
76	2293
76	5507
77	3130
78	22
78	117
78	166
78	181
78	711
78	1115
78	1294
78	1484
78	1889
78	4223
78	5068
78	6337
78	6368
78	7502
78	8784
79	164
79	4396
79	4460
79	7200
80	14
80	188
80	235
80	339
80	1895
80	2206
80	2614
80	2691
80	3969
80	5400
80	5761
80	6103
80	6357
80	7853
80	8132
81	2
81	796
81	1128
81	1260
81	1329
81	1393
81	1885
81	1943
81	2581
81	2836
81	3153
81	3185
81	3445
81	5048
81	5084
81	5320
81	6288
81	6496
81	7507
81	7834
82	180
82	1352
82	2822
82	3071
83	41
83	635
83	841
83	2012
83	2706
83	2877
83	3830
83	4155
83	5533
83	6302
83	8516
84	1293
84	1406
84	3010
84	3986
84	5234
84	5264
84	6330
84	6581
84	8764
85	999
85	3148
85	5127
86	230
86	2265
86	5071
86	6562
87	2350
88	59
88	2891
88	4656
88	5195
88	5981
88	7546
88	8515
89	421
89	609
89	710
89	5205
89	6050
89	6330
89	6410
90	744
90	6177
90	7715
91	570
91	1091
91	2539
91	2580
92	789
92	1905
92	5490
92	5588
92	6446
92	6643
93	29
