6	4425
7	2388
17	5008
20	1281
20	2580
20	7002
22	6408
23	705
29	266
30	3799
30	6887
40	0
40	2502
40	5021
41	357
42	3447
44	6954
47	1908
47	6490
48	108
52	4930
53	197
53	1916
55	6114
61	3249
69	2578
79	7520
81	43
81	138
81	5138
83	3829
84	2920
88	3150
89	6008
92	2589
93	8223
100	508
103	1260
118	528
118	980
133	5086
142	3469
152	6255
157	784
161	5808
168	706
168	7558
172	1942
179	1564
180	6923
183	6
186	4329
186	4861
196	431
196	7873
197	6295
198	5039
207	5993
210	95
219	2540
220	288
230	5006
233	5162
235	770
236	482
260	4131
268	7702
268	8125
304	1117
315	7973
318	210
318	1142
319	1240
330	6253
330	6526
352	3750
362	7890
363	2670
366	397
373	628
391	23
392	4336
393	3213
395	210
401	7241
408	8150
414	8297
428	941
432	548
438	6270
440	2703
446	2540
472	4933
500	8965
519	4398
550	2907
560	80
569	9632
601	342
615	8565
626	3116
627	5
630	5
630	3169
630	3792
630	6353
631	1284
634	2638
637	705
645	784
645	3571
645	8140
647	27
654	64
666	506
666	5469
667	49
667	7705
668	5343
669	2153
670	1260
689	1320
727	5017
742	0
774	3822
774	6975
782	7658
797	5669
801	5963
801	6093
822	334
831	5782
849	6703
863	64
870	392
870	3804
880	5042
915	1474
916	972
919	2378
924	23
929	2505
938	2
944	1002
950	5078
960	4424
965	160
966	639
967	697
982	9219
987	3649
1014	1259
1016	269
1031	5002
1039	5505
1063	20
1154	6570
1173	6611
1177	216
1250	15
1250	704
1250	1270
1251	1964
1251	6742
1251	8829
1253	1654
1261	123
1262	9883
1265	438
1272	6272
1272	8381
1273	5832
1275	88
1285	3088
1290	6567
1308	545
1313	5117
1316	257
1319	8954
1329	3955
1334	8867
1348	2670
1350	20
1350	6102
1358	7343
1371	332
1380	4310
1399	9336
1408	1758
1413	5624
1426	3047
1427	704
1431	1641
1446	374
1450	196
1450	2657
1458	7191
1466	5069
1485	5314
1491	1929
1497	3697
1563	7036
1574	6183
1585	0
1597	479
1607	186
1622	999
1641	6250
1644	2432
1658	1953
1666	9120
1680	7851
1699	3441
1726	2806
1754	1488
1792	3270
1804	1304
1856	8359
1878	5752
1890	8788
1920	9146
1924	6266
1960	5088
1981	1533
2031	8756
2033	196
2110	7000
2224	4062
2267	5801
2351	5044
2374	5000
2404	2324
2464	3223
2502	5449
2507	7611
2508	12
2510	80
2511	2657
2520	5201
2521	5323
2521	6494
2525	5490
2540	196
2559	5664
2583	7949
2589	172
2643	157
2661	6640
2667	2871
2667	6037
2672	79
2678	1875
2686	5871
2689	2693
2695	22
2697	7856
2712	3887
2750	637
2816	8238
2835	257
2852	366
2880	108
2891	371
2909	352
2910	2278
2911	6252
2935	5635
2941	2830
2961	4831
2969	5045
2970	5239
2979	2924
3008	725
3020	5625
3050	5669
3066	205
3145	3672
3166	352
3179	2579
3197	7683
3203	8297
3206	6309
3247	607
3263	4691
3283	138
3300	7997
3301	158
3376	5633
3386	628
3437	3340
3459	7320
3469	2503
3500	3379
3547	3149
3564	2544
3603	159
3672	1811
3701	2266
3752	6416
3760	3606
3769	1134
3783	670
3787	503
3795	3404
3809	5042
3896	7969
3907	1411
3907	6048
3926	8816
3946	1425
4024	8959
4062	5078
4142	3404
4151	209
4162	1878
4182	1588
4267	2188
4335	274
4375	940
4376	1315
4432	5019
4436	2903
4475	8207
4502	7836
4536	3004
4574	1565
5000	5788
5004	8380
5005	7349
5010	4473
5016	7
5021	59
5027	5796
5029	6601
5035	9111
5040	373
5042	5703
5044	8660
5046	6408
5049	1900
5051	7578
5058	1654
5065	5
5068	400
5078	6416
5088	5043
5090	8047
5098	41
5100	1156
5117	5327
5121	9615
5128	747
5161	521
5176	1503
5177	5079
5185	950
5194	2190
5200	6922
5235	2508
5265	5000
5270	628
5271	783
5313	7597
5342	996
5346	6413
5353	301
5354	5123
5381	2540
5406	5648
5420	2556
5429	6368
5431	345
5461	1262
5470	494
5479	1178
5508	691
5508	2869
5582	337
5628	4675
5635	43
5635	2001
5636	2872
5639	1973
5669	2312
5686	10
5699	6378
5705	6253
5708	2539
5725	2601
5741	1077
5742	750
5785	118
5808	6424
5811	645
5851	786
5853	21
5859	388
5862	5333
5863	1583
5939	6015
5944	1743
6016	8796
6094	2586
6134	1723
6250	2657
6270	1104
6274	2617
6302	39
6329	1676
6331	8144
6338	5157
6339	9
6339	5166
6356	7419
6367	703
6465	9921
6505	659
6523	167
6525	168
6562	6859
6569	7622
6600	215
6606	8137
6642	786
6645	7606
6802	4124
6817	5625
6914	5566
6919	83
7024	6292
7051	579
7139	2081
7199	884
7201	5353
7269	1934
7509	1953
7531	1524
7541	5651
7551	2119
7554	1104
7579	7545
7583	2524
7583	8049
7586	7036
7617	3458
7661	5475
7662	5803
7663	3363
7675	3991
7680	5667
7725	1877
7739	7519
7759	5392
7761	2593
7823	675
7856	9086
7940	6449
8125	7622
8129	313
8132	425
8138	2539
8164	7579
8194	2036
8204	335
8212	5782
8225	15
8264	4072
8281	531
8282	306
8286	5867
8321	631
8339	9545
8385	49
8398	1670
8447	2666
8602	59
8625	7810
8657	1258
8752	1314
8764	4112
8788	5249
8798	3484
8828	2502
8840	4543
8879	5793
9083	157
9088	2975
9161	2760
9261	167
9301	2868
9374	4122
9377	1467
9389	2276
9426	3192
9482	2501
9495	31
9535	1614
9590	826
9618	862
9669	2695
